distance_parsecs,ra,dec,galactic_longitude,galactic_latitude,pseudocolour,phot_g_mean_mag,cart_x,cart_y,cart_z,xo_as_origin_x,xo_as_origin_y,xo_as_origin_z,xo_as_origin_latitude,xo_as_origin_longitude,xo_as_origin_distance
187.2486,131.1937279383095,17.28413293240085,208.9990064134254,32.60228672835708,--,16.08633,-137.96734619140625,-88.2415542602539,-90.77708435058594,-0.4676987814835627,0.18232858590576484,-9.171510395398485,176.86717055367293,158.70207891157173,9.185237547082933
220.3305,130.24792040041478,17.293319849084618,208.59582922151228,31.76610620458749,--,9.625193,-164.47552490234375,-101.84449005126953,-105.45633697509766,-26.975877492421063,-13.42060720510986,-23.850763019910204,128.36506349515454,-153.54947079811404,38.42745842326645
216.2251,130.05012655731056,17.381003996619288,208.4182295016836,31.622921772031756,--,17.789495,-161.93251037597656,-99.71086120605469,-102.90239715576172,-24.432862966053875,-11.286978359895016,-21.296823200574266,128.35432644456156,-155.20500385380552,34.32077143147024
188.5072,130.0001045151077,17.36832326139186,208.41141763421,31.57386860155377,--,18.186707,-141.25784301757812,-86.8136215209961,-89.69163513183594,-3.7581956076554377,1.6102613251635773,-8.086061176648485,153.17699208046665,156.806483512197,9.060980140868871
210.6909,130.01880454923364,17.4361369271741,208.34511157563009,31.61543003339176,--,17.77729,-157.90943908691406,-97.20516967773438,-100.0321044921875,-20.409791676991375,-8.781286831574704,-18.426530537000048,129.6697781753169,-156.72026922628265,28.865335999214853
203.9835,130.9598978225098,17.41880607375192,208.7532142404528,32.44417388136085,1.1670606,18.102652,-150.91917419433594,-95.93951416015625,-98.12380981445312,-13.41952678441325,-7.515631313996579,-16.518235859265673,137.04218781207317,-150.7489104877933,22.570346232786083
217.5191,130.73107055184437,17.282801147110817,208.80786316396592,32.19105445543805,--,13.674876,-161.29946899414062,-101.54053497314453,-104.81678771972656,-23.799821584217938,-13.11665212698486,-23.21121376453911,130.50196427930453,-151.1397873705161,35.73847387458049
219.706,130.778254483459,17.327002160878006,208.77889183066543,32.24921226605566,--,13.920713,-162.86219787597656,-102.7552719116211,-105.77323150634766,-25.362550466053875,-14.331389065461423,-24.167657551160204,129.67923674464993,-150.5309008754104,37.85133221167926
205.205,130.79329792536495,17.368589090876608,208.73940222115417,32.277858385403434,--,13.596084,-152.12254333496094,-96.08562469482422,-98.66802215576172,-14.62289592503825,-7.661741848664548,-17.062448200574266,135.94529951451003,-152.34747701681894,23.741493465815456
157.1458,130.9086007549691,17.448813700725662,208.6988767696351,32.409647774592194,--,16.730204,-116.37084197998047,-73.87866973876953,-75.46240234375,21.12880542994222,14.54521310739014,6.143171611437452,76.53202676266396,34.54378797730058,26.376660150279086
212.8004,131.09718872468216,17.364673899905036,208.86992624641218,32.54617782541831,--,12.979774,-157.08790588378906,-100.25411224365234,-102.74488830566406,-19.588258473866375,-11.830229397492673,-21.13931435047661,132.73113584972404,-148.87033572914766,31.15324716373181
177.886,131.46353304109488,17.58837041918836,208.774409838005,32.95322888440124,--,17.565994,-130.83560180664062,-84.8138656616211,-85.62760925292969,6.664045603282062,3.6100171845385773,-4.022035297742235,117.95396590068589,28.445094405283047,8.580122132672198
217.2889,130.9655889833098,17.65554186038158,208.49434395056926,32.53579902096875,--,16.89736,-160.99615478515625,-102.70734405517578,-103.66244506835938,-23.496507375233563,-14.28346120901611,-22.056871113171923,128.7347013299617,-148.70469889557415,35.250655117982575
181.6497,130.99501318606872,17.721288866804613,208.4338080668098,32.5858529278723,--,12.269376,-134.5919647216797,-86.0283432006836,-86.49126434326172,2.907682688243,2.3955396454760773,-4.885690388074266,142.36393100858945,39.48393468398552,6.169538019712413
192.4054,130.37091129097774,17.46143495514073,208.46266623947727,31.93712097496086,--,16.233648,-143.5447235107422,-89.47779846191406,-91.69772338867188,-6.0450761008195,-1.0539156157543914,-10.092149433484423,148.69943350582727,-170.11029331773744,11.811230392199198
181.7325,130.31197803139997,17.46010804811318,208.43979910788056,31.88434408303078,--,17.9729,-135.68930053710938,-84.40772247314453,-86.54740142822266,1.8103468728133123,4.01616037301514,-4.941827473035204,138.2850173478139,65.73578722468856,6.620314094884589
181.4144,130.64453796937417,17.562738190517507,208.46430964790085,32.21703647054688,--,11.27752,-134.92897033691406,-85.02534484863281,-86.46414184570312,2.570677073008625,3.3985379975268586,-4.858567890515673,138.7471833399211,52.89589297300446,6.4625167760769475
190.862,130.63152261184405,17.648816500469025,208.3642347363168,32.23694810378327,--,15.449937,-142.05880737304688,-89.58720397949219,-90.67376708984375,-4.559159963124188,-1.1633211333325164,-9.068193134656298,152.57643776503977,-165.68577152429853,10.216231318643887
179.6279,130.27385380233548,17.541038529232935,208.3354259547561,31.880216623785056,1.2734094,15.786638,-134.2560272216797,-83.50271606445312,-85.25724792480469,3.243620188243,4.921166781706546,-3.651673969617235,121.78071403404711,56.610480763473355,6.933518385302632
205.1994,130.2884442473234,17.571321671340968,208.30824290257306,31.90425644432216,--,17.95854,-153.36764526367188,-95.478759765625,-97.30860900878906,-15.867997853749188,-7.054876919465329,-15.70303505360161,132.12178253761257,-156.0301742077292,23.41260246384486
181.2502,130.41020388852144,17.639972856231594,208.28298070362243,32.03738359770195,--,14.507648,-135.30361938476562,-84.66988372802734,-85.88117218017578,2.1960280251570623,3.7539991181323273,-4.275598224988329,134.51143730669082,59.6730647427911,6.098835023816997
198.8347,130.51494796283137,17.7171880718972,208.24112294536965,32.15848011699474,--,17.450115,-148.2920684814453,-93.23448944091797,-94.08523559570312,-10.792421071522625,-4.810606594758298,-12.479661640515673,136.5646612955105,-155.97558684726417,17.186047918481314
