pl_name,ra,dec,distance_parsecs,galactic_latitude,galactic_longitude,cart_x,cart_y,cart_z,xo_as_origin_x,xo_as_origin_y,xo_as_origin_z,xo_as_origin_latitude,xo_as_origin_longitude,xo_as_origin_distance
Pr0211 b,130.547744,19.276957,182.714,32.74444,206.52768,-137.4996474099227,-88.42388284615967,-81.60557395518745,0.0,0.0,0.0,0.0,0.0,0.0
