pl_name,ra,dec,distance_parsecs,galactic_latitude,galactic_longitude,cart_x,cart_y,cart_z,xo_as_origin_x,xo_as_origin_y,xo_as_origin_z,xo_as_origin_latitude,xo_as_origin_longitude,xo_as_origin_distance
Kepler-567 b,297.6726072,48.3023458,558.81,10.90069,82.0192,76.18595371768109,14.672053754006804,553.3977298424405,0.0,0.0,0.0,0.0,0.0,0.0
