distance_parsecs,ra,dec,galactic_longitude,galactic_latitude,pseudocolour,phot_g_mean_mag,cart_x,cart_y,cart_z,xo_as_origin_x,xo_as_origin_y,xo_as_origin_z,xo_as_origin_latitude,xo_as_origin_longitude,xo_as_origin_distance
549.964,295.67502872701675,49.337492439137996,82.32107530683409,12.548032884736745,--,14.068091,71.7318115234375,15.96566104888916,545.0321655273438,-4.4541421942435875,1.2936072948823565,-8.365564315096776,150.99433382523236,163.8052270713917,9.565326383868692
558.5876,295.67519705035477,47.764370860486984,80.89225113125659,11.82403496413076,--,18.88586,86.54359436035156,18.11779022216797,551.545166015625,10.357640642670475,3.445736468161165,-1.8525638268155262,99.63215145524158,18.401036045426366,11.071847733018208
582.1858,295.67523208016087,47.30533941054747,80.47676900852538,11.611420829220839,1.3238102,18.5752,94.3499755859375,19.38686752319336,574.1624145507812,18.164021868256413,4.714813769186556,20.764684708340724,42.10550622285273,14.551073409552416,27.98809193827631
528.9564,295.6754657455709,49.3269955566611,82.31164842255097,12.542973990401446,--,16.698475,69.07733154296875,15.368441581726074,524.2013549804688,-7.1086221747123375,0.6963878277192705,-29.196374861971776,166.25306685920071,174.40493906796578,30.05737464101256
582.1107,295.6766338428185,48.62210855741285,81.6708187829178,12.218807690698375,1.238836,18.620993,82.4144058227539,17.84694480895996,575.970703125,6.228452105072819,3.1748910549531573,22.572973282559474,17.208012806425035,27.009757462663735,23.630756899666828
520.5245,295.6775946002125,48.113313382050556,81.20928340137996,11.983817763028204,--,18.963068,77.81584167480469,16.517297744750977,514.4099731445312,1.6298879571236,1.845243990744173,-38.987756697909276,176.3866774564861,48.54611937804396,39.06541478691253
593.5695,295.6787407415199,49.01966689813767,82.0329035367612,12.400213885364671,1.2733574,18.536102,80.35206604003906,17.6668643951416,587.8402709960938,4.166112322357975,2.994810641134798,34.442541153653224,8.47291286613409,35.710476365042155,34.822607940529856
530.59,295.68071948822757,50.07483334880449,82.9952467440423,12.881495544756046,--,17.003204,63.07789611816406,14.42532730102539,526.6296997070312,-13.108057599517025,-0.24672645298141305,-26.768030135409276,153.90542606567212,-178.921677353521,29.806198773158513
531.5198,295.6828276332569,48.52882770421091,81.58801759731048,12.17224555632344,--,18.875103,76.00788116455078,16.39495086669922,525.8015747070312,-0.17807255313030623,1.722897112692415,-27.596155135409276,176.4085364764033,95.90093632236685,27.65045863186862
546.8951,295.68370554270626,49.19583088724061,82.19474255736057,12.478109401004637,--,17.007717,72.51749420166016,16.04767608642578,541.8283081054688,-3.6684595160209312,1.3756223324189776,-11.569421736971776,161.2917104800397,159.44463923891166,12.214804597292966
597.9767,295.6848209080305,50.0685417293372,82.99073177934606,12.876285758299963,--,18.366442,71.13607025146484,16.2613525390625,593.5076293945312,-5.049883466216244,1.5892987850556963,40.109899552090724,7.518959323380548,162.53017407924392,40.45777101780759
569.1595,295.6854174993718,46.78988162302561,80.01426604815235,11.365815305749528,--,17.993532,96.7584457397461,19.44985580444336,560.5372314453125,20.572492022065006,4.777802050436556,7.139501602871974,71.3224624270541,13.074721936544892,22.294109167412262
537.14,295.6877254934174,50.23240479647191,83.14127251364734,12.949249945420672,--,15.515744,62.514862060546875,14.374380111694336,533.2960205078125,-13.671091657134212,-0.29767364231246773,-20.101709334628026,145.7742230753465,-178.75264176300243,24.311850502768475
550.9806,295.68816878274214,46.82656572705397,80.04828149646829,11.381217122014462,--,12.270047,93.34709167480469,18.790231704711914,542.6904296875,17.1611379571236,4.11817795070511,-10.707300154940526,121.24530666489557,13.494170123678437,20.642439832178066
549.4205,295.6939454835196,48.38666829656517,81.46242460878966,12.100223000488398,--,14.882834,79.753662109375,17.0980281829834,543.3322143554688,3.5677083916939125,2.4259744289765948,-10.065515486971776,156.79857222440233,34.21496331021128,10.95118701861493
573.5325,295.69570593673626,47.46176242879791,80.62483451464772,11.671667212333555,--,13.27569,91.49567413330078,18.90066146850586,565.8717041015625,15.309720415619694,4.228607714499056,12.473974259121974,51.85504359655933,15.440371372356338,20.19575936242064
584.7194,295.6963694467887,48.50703734052281,81.5724550628834,12.154250045662483,--,15.609895,83.77472686767578,18.0427303314209,578.4055786132812,7.588773149994694,3.3706765774140948,25.007848770840724,18.368362908912115,23.949175296168047,26.350397314971328
588.4442,295.69718138005965,49.54996347362716,82.52140430559052,12.632451606662112,1.3204924,18.911827,74.73543548583984,16.749799728393555,583.4386596679688,-1.4505182318412437,2.077745974386751,30.040929825528224,4.82152933804145,124.91970468305426,30.147611783643747
577.6574,295.6972135545481,48.20299765346706,81.29679886086045,12.013593542311735,1.3556374,18.965782,85.49443054199219,18.193603515625,571.0059204101562,9.3084768243111,3.5215497616181963,17.608190567715724,29.475601849595023,20.722454163529775,20.22615703937065
541.7245,295.6980180748732,48.67943216157579,81.72954783565366,12.232633352549186,--,15.324896,76.15557861328125,16.510826110839844,536.0906372070312,-0.030375104399837483,1.83877235683304,-17.307092635409276,173.93460408411408,90.94639610896623,17.404524179587867
550.0996,295.7035586062256,46.69093242032065,79.93085422347161,11.308746503183194,--,15.49691,94.31019592285156,18.860008239746094,541.6266479492188,18.124242205170475,4.18795448573929,-11.771081893221776,122.3253211450018,13.010934702536929,22.01330250605847
541.0917,295.7044626586374,47.22697948838952,80.41530966820196,11.557487529349325,--,14.458732,88.26787567138672,18.05055046081543,533.538330078125,12.081921953705631,3.378496706808626,-19.859399764315526,147.71894865690524,15.622713320627307,23.49005826072482
581.9056,295.70725321520206,46.73782678979462,79.97437843940952,11.328345250221126,--,18.839827,99.32947540283203,19.89909553527832,573.0198974609375,23.143521685150944,5.227041781271517,19.622167618496974,50.40869079345999,12.726912088385697,30.78918680028106
587.855,295.70775180965745,48.435517483299414,81.51108267302028,12.114602842771163,--,8.5797615,84.84547424316406,18.211912155151367,581.4146728515625,8.659520525482975,3.5398584011445635,28.016943009121974,18.464611026880746,22.233873169814178,29.537552180365306
594.0673,295.708183844727,47.70789593058954,80.85159261642994,11.778235105049538,--,12.105888,92.46340942382812,19.279958724975586,586.5106811523438,16.277455706147038,4.607904970968782,33.112951309903224,27.062071228001912,15.806026620221418,37.18408123026679
535.1744,295.70910138866185,46.88649027263382,80.10918392422279,11.396428073412867,--,16.186394,90.11505126953125,18.164535522460938,527.2200317382812,13.929097551850163,3.492481768454134,-26.177698104159276,151.25220862567986,14.075753744669372,29.857814145453563
591.8258,295.70929018987016,50.20685133493539,83.1243746612551,12.925330460878834,--,18.56686,69.0549545288086,15.847829818725586,587.569580078125,-7.130999188872494,1.1757760647187823,34.171850235684474,11.941963938926419,170.63717596395682,34.9277675684564
524.3919,295.7109357790612,49.16029689148212,82.17076137425185,12.445996903571894,--,18.750765,69.75455474853516,15.395249366760254,519.5037231445312,-6.431398969145931,0.7231956127534502,-33.894006697909276,169.1897171917994,173.5841760040313,34.50637034856833
587.4304,295.71099149877136,48.754879849798435,81.80212831163404,12.259738843246279,--,17.773922,81.8527603149414,17.786544799804688,581.427734375,5.666806597260319,3.114491045797884,28.030004532559474,12.990377067541512,28.79330493766572,28.766193797240764
537.9274,295.7114535036572,48.37075213261092,81.45346232431137,12.082566347052577,--,18.963964,78.17185974121094,16.73371696472168,531.9539794921875,1.98590602352985,2.061663210714876,-21.443750350253026,172.39643570705599,46.072263398876764,21.633971133675022
565.2737,295.7116352358254,47.78710667626313,80.92441833280417,11.812843869614637,1.296675,18.3125,87.27633666992188,18.25339698791504,558.1970825195312,11.090382952240788,3.5813432339082354,4.799352677090724,67.61765834107133,17.89647790563911,12.603824796684192
543.0874,295.7128000047666,46.57818141537108,79.83214304511559,11.250591982951473,--,16.349985,94.03026580810547,18.704792022705078,534.55810546875,17.84431209042438,4.0327382686982745,-18.839624373690526,135.8413031635339,12.734673772679804,26.260500727633573
539.5804,295.7148988594579,47.272966773912735,80.46024099660836,11.572565052481055,--,18.93409,87.60782623291016,17.939592361450195,532.118408203125,11.421872515229069,3.2675386074433916,-21.279321639315526,150.82574387787218,15.96462422258002,24.37099730693679
549.0469,295.7162839106199,47.0547518033159,80.26347973873453,11.470348727190832,--,18.722591,90.99901580810547,18.464920043945312,541.1383666992188,14.813062090424381,3.792866289938509,-12.259363143221776,128.72056942910916,14.361958824942558,19.598587394644145
577.554,295.71724161989573,50.11038925089802,83.038665995656,12.876842336388105,--,18.666962,68.2388687133789,15.599761962890625,573.29638671875,-7.947085004302181,0.9277082088838213,19.898656876309474,21.904564111284227,173.34167507038555,21.44698925414785
589.7767,295.7186376274156,47.3419528495389,80.52381626231696,11.602343613494082,--,18.426823,95.11540985107422,19.5284423828125,581.7286376953125,18.92945613339313,4.856388628805696,28.330907852871974,34.59767506926703,14.38901122344361,34.417279959171246
569.0708,295.7217110419705,47.47934951362509,80.64906823333786,11.664246891628544,--,14.379355,90.55374145507812,18.693857192993164,561.5087890625,14.367787737397038,4.02180343898636,8.111059220059474,61.46997359916984,15.637893488074164,16.98227043242602
575.577,295.722084374182,49.80739223081174,82.76364028296818,12.73579601838416,--,18.982517,70.71753692626953,15.983317375183105,570.9925537109375,-5.468416791411556,1.3112636211763018,17.594823868496974,17.724254729597153,166.51572374238637,18.471622057963483
529.3198,295.7226628441324,49.148118153101606,82.16328358532205,12.433594287586661,--,17.880674,70.48026275634766,15.539417266845703,524.3763427734375,-5.705690961333431,0.8673635128388995,-29.021387069003026,168.75279415541758,171.35623076578233,29.589662658072708
530.0576,295.72421620526507,49.256555336621496,82.26243816685079,12.482436445138713,1.2506025,18.945116,69.67784881591797,15.424799919128418,525.2315063476562,-6.508104901763119,0.7527461651216143,-28.166223494784276,166.90577546035553,173.4023218540508,28.918129299102254
569.7788,295.7247622663606,47.80746309102311,80.94702332103327,11.814448703923542,--,16.479218,87.75411224365234,18.355886459350586,562.6812133789062,11.568158525971256,3.6838327053437823,9.283483536465724,52.59602881874049,17.663863170533304,15.283192783407271
555.502,295.725498608995,47.620527639476535,80.7780211710774,11.727431417235811,1.166707,18.982084,87.16632843017578,18.094806671142578,548.3220825195312,10.980374712494694,3.4227529171357745,-5.075647322909276,113.81206617886784,17.313065572523627,12.571637208618075
